y_test,y_pred
2.36,18.503712
6.78,7.184133
6.98,12.335081
22.87665718349931,30.8308
8.81584637268846,8.641895
13.69443812233288,14.273322
58.2,27.821476
19.5,11.324816
23.0,17.96835
6.11,19.038033
4.71,10.846509
9.71,16.385412
22.87665718349931,21.896559
8.81584637268846,7.900076
13.69443812233288,12.310235
11.63,19.274519
31.26,7.9139624
33.29,14.796172
19.0,23.23459
2.7,8.805093
9.0,25.084532
22.87665718349931,20.930895
8.81584637268846,11.879679
13.69443812233288,14.016407
7.0,14.224853
2.4,6.712625
13.0,13.226416
8.17,20.939775
2.48,7.302058
5.99,13.126783
22.87665718349931,22.869848
8.81584637268846,6.884787
13.69443812233288,12.685485
2.0,22.16933
1.1,7.4618573
17.0,10.853374
11.76,23.922958
5.28,9.910801
2.78,13.653066
30.0,22.283777
12.0,8.792904
18.0,12.3484955
33.0,20.264433
1.7,6.827171
17.0,11.983456
0.0,20.079796
2.4,8.144743
3.0,13.438576
2.0,24.282206
4.2,7.6446824
13.0,14.585236
22.87665718349931,20.63887
8.81584637268846,7.8017344
13.69443812233288,13.30722
66.44,23.02982
6.59,8.371703
15.81,14.827368
5.87,18.959642
1.54,10.905109
2.17,12.088167
13.53,19.720324
2.9,9.008266
6.9,13.19608
39.0,25.881447
4.1,11.92225
7.6,15.84233
12.07,21.595226
4.14,9.613171
18.33,17.01037
22.87665718349931,27.490501
8.81584637268846,7.592075
13.69443812233288,14.661775
21.0,22.667715
4.3,7.7784457
9.0,11.279352
52.2,25.39675
22.2,8.950188
4.9,11.252014
7.94,20.60263
13.3,8.013343
38.86,13.753545
15.0,22.84486
11.0,9.823671
4.0,14.116418
9.0,23.699718
10.0,8.808264
17.0,12.60741
12.07,17.346767
8.62,8.527422
16.43,14.889632
12.07,16.397974
8.62,8.386011
16.43,15.038968
22.87665718349931,22.819054
8.81584637268846,8.608809
13.69443812233288,14.949314
4.0,23.668842
0.9,9.722765
5.0,13.882984
7.0,14.547752
2.4,6.457878
13.0,13.375522
0.0,25.021019
2.4,8.188544
3.0,16.610874
25.62,29.572409
0.98,9.302557
5.14,13.478971
17.0,19.293085
4.0,7.990345
12.0,14.810359
9.86,18.603458
3.52,7.317345
4.54,10.789132
16.08,19.412083
6.78,9.346807
15.06,14.1999855
5.82,21.567558
1.36,8.737304
3.47,13.482008
48.72,19.6353
5.3,6.812102
5.23,10.716887
68.42,19.596588
11.05,8.647736
15.0,15.333747
22.87665718349931,21.049414
8.81584637268846,8.391081
13.69443812233288,14.60107
30.0,22.714521
12.0,9.243474
18.0,13.258251
7.0,15.1137705
2.4,6.8290114
13.0,13.772794
24.74,22.63446
2.16,9.079321
4.75,13.767744
22.87665718349931,19.731915
8.81584637268846,8.518737
13.69443812233288,14.486066
14.0,21.465797
15.0,6.992832
26.0,11.011208
26.0,23.496717
10.0,8.354316
5.0,12.099078
7.0,21.146517
13.0,8.710786
32.0,17.353472
29.95,19.784182
21.79,9.9626875
24.12,18.347313
22.87665718349931,20.455698
8.81584637268846,8.449985
13.69443812233288,21.417418
22.87665718349931,26.207075
8.81584637268846,10.5337305
13.69443812233288,13.00388
12.07,30.706896
8.62,16.721601
16.43,15.3675995
15.24,21.27638
6.03,7.7942443
1.63,11.941974
2.34,21.582743
0.08,8.00183
1.0,13.572949
10.0,22.58101
9.0,9.915731
13.0,13.151009
5.0,21.897722
11.0,8.206572
37.0,26.482857
190.0,19.324743
17.0,8.69856
38.0,13.014125
2.36,20.190742
6.78,8.285215
6.98,11.521483
24.74,26.915707
2.16,9.865436
4.75,13.898809
2.0,23.36965
8.0,11.055481
24.0,12.8823595
3.21,21.06373
0.29,7.820117
0.62,11.796202
22.87665718349931,30.700665
8.81584637268846,9.609854
13.69443812233288,11.854676
28.0,51.887245
21.0,16.863655
8.0,18.288692
3.0,23.017673
7.0,7.709814
30.0,11.8927765
12.07,16.953997
8.62,8.402283
16.43,14.692113
8.64,20.5901
2.01,7.441783
3.8,14.732971
9.67,18.6471
4.64,6.737605
3.16,10.086039
104.0,26.065565
10.0,11.064705
9.0,12.808529
8.17,25.152092
2.48,8.831927
5.99,15.50482
53.0,21.806568
8.0,9.175491
13.0,15.369613
30.0,23.136356
12.0,8.672911
18.0,11.807863
35.0,18.708082
16.0,8.118381
23.0,15.884981
11.76,24.978138
5.28,10.085739
2.78,16.54483
12.07,17.001648
8.62,8.785442
16.43,14.530569
22.87665718349931,19.202507
8.81584637268846,6.95226
13.69443812233288,9.837825
50.0,40.520405
22.0,16.427233
20.0,16.495222
22.87665718349931,21.093397
8.81584637268846,6.1931148
13.69443812233288,9.357137
16.08,19.871328
6.78,8.1143875
15.06,13.719508
14.04,15.201195
1.86,8.488784
2.04,12.409285
7.0,21.825407
3.7,7.8922358
9.0,13.170288
22.87665718349931,21.077806
8.81584637268846,8.031743
13.69443812233288,12.776242
6.0,22.027437
6.0,8.930895
15.0,11.927211
29.95,23.142952
21.79,10.075835
24.12,15.820057
22.87665718349931,20.703274
8.81584637268846,9.331873
13.69443812233288,11.950992
0.0,19.933283
2.5,10.3229265
20.0,17.154018
5.99,22.058346
1.13,7.6219387
2.31,11.991892
