y_test,y_pred
22.87665718349931,39.292866
8.81584637268846,10.113535
13.69443812233288,14.45432
5.87,27.901281
1.54,8.147402
2.17,13.210422
24.74,22.58973
2.16,8.03784
4.75,11.7249775
29.95,21.916153
21.79,9.19234
24.12,14.438776
22.87665718349931,19.440882
8.81584637268846,8.52931
13.69443812233288,12.968317
3.28,21.489056
4.9,7.6439233
12.81,11.461209
22.87665718349931,18.346622
8.81584637268846,9.034119
13.69443812233288,12.309183
58.2,25.59025
19.5,11.263653
23.0,14.218464
7.0,14.357414
2.4,6.5031524
13.0,14.017509
12.07,20.368872
8.62,8.259224
16.43,15.152502
28.0,44.954586
21.0,17.022505
8.0,19.914589
9.0,25.782738
10.0,8.640962
17.0,12.465109
36.0,25.519363
18.0,8.333217
14.0,12.469879
22.87665718349931,28.663958
8.81584637268846,11.989124
13.69443812233288,14.637515
16.0,21.33038
6.0,8.312562
18.0,15.528555
8.64,20.184614
2.01,7.6633525
3.8,14.130455
3.28,20.753149
4.9,7.89154
12.81,13.437366
66.44,17.115196
6.59,7.7696166
15.81,14.523276
66.44,21.175228
6.59,8.037661
15.81,16.747398
22.87665718349931,23.182459
8.81584637268846,8.5439205
13.69443812233288,12.416526
12.07,16.146532
8.62,8.441385
16.43,14.980595
68.42,18.3468
11.05,7.791158
15.0,16.678225
29.95,19.596796
21.79,8.3889475
24.12,15.444993
1.3,20.362816
1.5,9.00987
1.2,12.907906
22.87665718349931,23.600435
8.81584637268846,8.88689
13.69443812233288,14.6967945
6.0,38.58896
7.0,8.588327
11.0,13.974429
5.87,21.22345
1.54,9.158165
2.17,11.871776
19.0,17.503073
19.0,9.058921
21.0,13.022004
19.0,19.09634
22.0,7.947042
20.0,13.034272
17.0,18.134806
4.0,7.8136077
12.0,14.941341
22.87665718349931,20.528381
8.81584637268846,8.002277
13.69443812233288,13.699754
3.28,20.13602
4.9,6.472836
12.81,11.964438
2.36,20.355623
6.78,7.176136
6.98,12.007773
13.53,21.657694
2.9,8.430936
6.9,14.074539
22.87665718349931,20.457169
8.81584637268846,8.174277
13.69443812233288,12.275525
2.36,22.019384
6.78,8.115527
6.98,13.624972
82.0,20.478369
16.3,7.6126695
16.2,12.020455
13.53,21.695772
2.9,8.174023
6.9,11.475754
190.0,24.868555
17.0,8.165784
38.0,17.809671
9.0,20.488329
0.9,7.4482937
3.0,12.918311
22.87665718349931,20.92514
8.81584637268846,8.199952
13.69443812233288,12.814162
22.87665718349931,19.668879
8.81584637268846,7.2728953
13.69443812233288,13.206903
6.0,16.473173
7.0,6.6440063
14.0,10.77292
14.04,21.04507
1.86,9.849318
2.04,16.61262
2.0,22.233046
4.2,7.209518
13.0,13.578097
6.0,20.813198
6.0,7.1924043
8.0,12.551515
22.87665718349931,32.423782
8.81584637268846,11.641685
13.69443812233288,14.9183035
22.87665718349931,18.76522
8.81584637268846,9.715506
13.69443812233288,13.949407
12.0,24.760649
20.0,9.84559
14.0,13.180223
25.0,21.775282
6.0,6.860026
3.0,11.138231
26.0,22.404135
10.0,8.40099
5.0,13.618933
22.87665718349931,20.81939
8.81584637268846,7.469643
13.69443812233288,13.898957
29.95,20.116615
21.79,10.551161
24.12,16.950623
190.0,33.51371
17.0,10.156444
38.0,15.72098
22.87665718349931,27.866259
8.81584637268846,9.6284895
13.69443812233288,12.972599
7.0,21.024384
13.0,8.216058
32.0,14.746229
19.0,22.590078
22.0,7.465337
20.0,12.283428
17.0,21.272093
4.0,9.14022
12.0,15.046102
50.0,36.161545
22.0,12.455894
20.0,15.572696
7.0,15.206781
2.4,6.427806
13.0,14.332447
16.08,18.470356
6.78,7.654028
15.06,14.153425
15.0,30.671955
8.1,9.31231
15.0,13.222947
190.0,26.099186
17.0,10.266156
38.0,15.496966
48.72,19.72415
5.3,6.9215765
5.23,11.479978
18.99,20.822289
2.45,6.7127223
8.5,11.348151
22.87665718349931,24.572685
8.81584637268846,11.921332
13.69443812233288,13.558407
22.87665718349931,20.270918
8.81584637268846,7.5630403
13.69443812233288,14.425012
16.08,25.51756
6.78,9.463112
15.06,15.085213
50.0,33.627087
22.0,13.194441
20.0,15.811626
16.08,18.304346
6.78,8.922141
15.06,14.284421
22.87665718349931,21.535131
8.81584637268846,7.026726
13.69443812233288,11.3291025
25.0,21.7212
1.0,8.223346
3.0,19.808336
6.0,16.27797
7.0,7.4822993
14.0,11.951289
12.07,16.348986
8.62,8.556473
16.43,15.333029
105.0,32.402496
16.9,12.006948
8.0,12.663865
13.53,20.296623
2.9,7.351606
6.9,12.73299
105.0,26.579552
16.9,7.88772
8.0,11.149594
19.0,37.783253
2.7,12.984745
9.0,23.641993
12.07,18.213331
8.62,8.592003
16.43,14.519517
11.91,21.181377
7.58,7.015753
22.81,14.248682
22.87665718349931,21.341469
8.81584637268846,8.140639
13.69443812233288,14.367769
14.04,14.73265
1.86,8.060049
2.04,12.40681
7.78,18.21703
3.36,7.936675
6.02,11.402184
22.87665718349931,19.997538
8.81584637268846,7.8823986
13.69443812233288,12.627002
22.87665718349931,20.648392
8.81584637268846,7.933717
13.69443812233288,11.792115
11.63,20.610552
31.26,8.361386
33.29,16.45927
22.87665718349931,22.050674
8.81584637268846,7.593231
13.69443812233288,11.769829
12.07,34.894554
4.14,8.191468
18.33,15.628995
52.2,23.125881
22.2,7.5112424
4.9,11.382643
