y_test,y_pred
29.95,20.76874
21.79,6.669629
24.12,12.00086
22.87665718349931,29.601374
8.81584637268846,9.499479
13.69443812233288,11.472744
5.62,19.115725
17.99,9.559857
18.25,16.185575
6.0,21.220581
6.0,7.366663
8.0,12.884129
24.74,31.861979
2.16,11.144644
4.75,14.064837
22.87665718349931,47.124447
8.81584637268846,11.036218
13.69443812233288,17.099194
11.0,24.870443
23.0,8.207129
27.0,11.861639
14.04,20.075806
1.86,9.018752
2.04,15.11873
22.87665718349931,20.2693
8.81584637268846,8.255189
13.69443812233288,13.760621
11.91,28.218117
7.58,7.556456
22.81,14.301493
22.87665718349931,21.165573
8.81584637268846,8.4334135
13.69443812233288,11.112079
5.87,16.21603
1.54,8.383212
2.17,11.946268
11.76,25.325567
5.28,8.963857
2.78,15.183923
22.87665718349931,30.919355
8.81584637268846,11.0208435
13.69443812233288,12.661434
25.0,23.134367
6.0,6.947973
3.0,9.9174185
22.87665718349931,25.656744
8.81584637268846,9.575564
13.69443812233288,14.656945
15.0,29.98126
6.0,9.597932
10.0,13.368182
22.87665718349931,27.91758
8.81584637268846,8.256091
13.69443812233288,13.5262985
50.0,36.658176
22.0,11.620979
20.0,15.810045
13.06,25.354801
2.45,8.21066
13.11,14.501074
6.0,65.174095
7.0,8.783898
11.0,13.895071
66.44,22.42934
6.59,7.4768786
15.81,15.262775
25.0,23.029375
1.0,8.727044
3.0,12.299125
12.07,16.457329
8.62,8.549868
16.43,14.991898
12.07,23.713566
4.14,8.311613
18.33,13.699281
41.0,29.331333
2.4,10.128901
20.0,13.956558
16.08,18.852444
6.78,9.675685
15.06,13.760816
22.87665718349931,26.754313
8.81584637268846,8.002306
13.69443812233288,13.740236
22.87665718349931,19.928549
8.81584637268846,8.243384
13.69443812233288,11.562009
22.87665718349931,20.061905
8.81584637268846,7.8147173
13.69443812233288,10.275586
11.63,33.41348
31.26,9.594217
33.29,17.58038
17.42,25.197361
1.43,7.8794994
3.28,13.178549
7.0,26.120167
2.4,8.166802
13.0,12.534093
50.0,36.461384
22.0,13.148515
20.0,15.831162
13.31,31.606668
16.19,10.535148
25.76,12.22177
4.0,27.130062
0.5,7.502302
1.0,13.578086
12.24,27.463774
9.4,15.147803
8.7,14.16574
9.0,20.25168
0.9,7.0358253
3.0,11.786807
105.0,30.895084
16.9,8.2821245
8.0,12.073764
24.74,24.033741
2.16,9.707889
4.75,13.6401
0.42,30.39325
4.43,11.409373
24.71,15.026454
22.87665718349931,21.257097
8.81584637268846,6.418856
13.69443812233288,11.655932
3.28,18.01968
4.9,7.782724
12.81,14.101042
22.87665718349931,20.183382
8.81584637268846,8.905315
13.69443812233288,13.091635
22.87665718349931,20.254953
8.81584637268846,7.57789
13.69443812233288,10.8768425
13.53,20.256008
2.9,7.675831
6.9,15.409998
2.34,19.924698
0.08,6.873238
1.0,9.919236
22.87665718349931,18.09882
8.81584637268846,7.809453
13.69443812233288,10.705349
17.0,17.296291
4.0,8.953952
12.0,15.92171
22.87665718349931,20.20066
8.81584637268846,7.3951135
13.69443812233288,12.1115675
48.72,19.476324
5.3,6.5478277
5.23,10.679251
22.87665718349931,20.67017
8.81584637268846,10.103829
13.69443812233288,15.495058
7.0,17.815498
3.7,8.196091
9.0,12.030026
5.82,23.213392
1.36,8.392816
3.47,15.045696
15.24,20.847723
6.03,7.0031595
1.63,11.528954
22.87665718349931,32.713707
8.81584637268846,8.565601
13.69443812233288,11.389969
13.31,18.046446
16.19,8.082732
25.76,10.475608
29.95,26.173822
21.79,10.244455
24.12,14.162369
11.91,20.951302
7.58,7.8374395
22.81,18.404266
11.0,32.10224
23.0,12.735636
27.0,14.111504
8.17,23.475338
2.48,9.01075
5.99,14.041618
7.0,17.2615
2.4,7.182819
13.0,13.586861
15.0,46.602085
8.1,10.328546
15.0,15.858279
22.87665718349931,30.816418
8.81584637268846,9.493842
13.69443812233288,13.493154
2.0,26.00354
1.1,8.074211
17.0,13.526241
9.0,24.811235
4.0,10.6806
2.0,12.490719
15.0,26.690975
8.1,10.352192
15.0,14.488714
32.0,25.786459
2.8,9.894704
3.6,15.49937
9.67,20.895102
4.64,6.5996523
3.16,10.928171
6.0,18.227997
7.0,7.6847734
11.0,13.124201
22.87665718349931,19.36716
8.81584637268846,7.935816
13.69443812233288,12.444842
19.0,21.419205
22.0,7.7284045
20.0,11.9845495
19.0,14.8277855
19.0,5.7525015
21.0,10.63931
6.0,16.141338
7.0,9.413918
11.0,13.137717
11.91,23.29708
7.58,8.652871
22.81,14.766292
12.07,16.53864
8.62,8.249655
16.43,14.139423
7.0,13.875418
2.4,5.951954
13.0,13.348701
4.0,23.498617
0.9,7.7768636
5.0,11.9034395
22.87665718349931,23.85137
8.81584637268846,8.504372
13.69443812233288,12.3712435
29.95,19.636856
21.79,8.976848
24.12,13.24296
68.0,25.577696
14.0,10.866691
12.0,14.4040365
12.07,17.443398
8.62,8.63998
16.43,15.399883
39.0,28.093176
4.1,12.152257
7.6,17.480259
22.49,25.84729
3.23,8.012967
8.76,11.569619
22.87665718349931,27.248722
8.81584637268846,8.534331
13.69443812233288,15.467502
12.07,17.502226
8.62,8.665536
16.43,14.883547
22.87665718349931,20.847652
8.81584637268846,10.202579
13.69443812233288,14.728629
29.95,25.563364
21.79,6.6302204
24.12,12.402207
