날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count,breakfast_kobert,lunch_kobert,dinner_kobert,breakfast_cuisine,lunch_cuisine,dinner_cuisine
2023-06-01(목),스팸구이,"32.0, 3.9, 6.0",장어강정,"21.98954128440368, 6.213883792048926, 12.138685015290514",닭볶음탕,"9.4, 9.5, 25.72",1,1,5,[ 7.0485753  -1.96114017  0.70147135],[ 7.45709566  1.62426042 -0.39795188],[-4.08049001  0.08293834  0.1386981 ],"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]"
2023-06-02(금),쇠고기무국,"12.07, 8.62, 16.43",감자돈육짜글이,"21.98954128440368, 6.213883792048926, 12.138685015290514",감자국,"9.86, 3.52, 4.54",23,1,3,[-4.79259956  0.05050647  0.09883455],[-4.90045891  0.07288803  0.19066668],[ 7.32852875  2.3955844  -0.59450978],"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0]"
2023-06-03(토),새우버거,"46.0, 26.0, 15.0",미역국,"16.08, 6.78, 15.06",사골우거지국,"6.0, 7.0, 14.0",5,1,6,[ 7.27279603 -1.48159596  0.51978854],[6.83990617 2.20279993 0.32117142],[ 8.52438993 -0.12363834  0.236533  ],"[0, 1, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]"
2023-06-04(일),황태해장국,"12.07, 4.14, 18.33",쇠고기미역국,"16.08, 6.78, 15.06",감자수제비국,"66.44, 6.59, 15.81",3,19,8,[ 7.92190425  2.45264608 -0.72902669],[-4.90045891  0.07288803  0.19066668],[ 8.24283004 -0.22516979  0.18496603],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]"
2023-06-05(월),식빵,"12.65, 0.82, 1.91",버섯들깨탕,"33.0, 1.7, 17.0",케이준감자튀김,"21.361333333333338, 7.729969696969695, 13.192939393939398",8,2,1,[-4.79259956  0.05050647  0.09883455],[-4.90045891  0.07288803  0.19066668],[-4.08049001  0.08293834  0.1386981 ],"[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0]","[0, 1, 0, 0, 0]"
2023-06-07(수),오믈렛,"0.42, 7.33, 6.48",야채튀김,"0.96, 0.71, 0.3",실곤약야채무침,"21.361333333333338, 7.729969696969695, 13.192939393939398",1,1,1,[-4.79259956  0.05050647  0.09883455],[-4.90045891  0.07288803  0.19066668],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-06-08(목),닭곰탕,"1.87, 4.75, 18.72",순대국,"33.78, 10.35, 23.25",순두부찌개,"5.62, 17.99, 18.25",9,6,11,[-4.79259956  0.05050647  0.09883455],[ 6.50124477  3.58124569 -0.74379198],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-06-09(금),소머리곰탕,"3.0, 7.0, 36.0",된장찌개,"16.77, 5.6, 15.01",팽이버섯된장국,"21.361333333333338, 7.729969696969695, 13.192939393939398",1,8,9,[ 7.52509339 -1.31435985  0.49567868],[-4.90045891  0.07288803  0.19066668],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-06-10(토),닭윙구이,"12.0, 11.0, 14.0",감자국,"9.86, 3.52, 4.54",홍합살무국,"21.361333333333338, 7.729969696969695, 13.192939393939398",1,1,1,[-4.79259956  0.05050647  0.09883455],[ 6.43299876  2.65379006 -0.4648092 ],[ 8.31866437  1.49303982 -0.50238034],"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]"
2023-06-11(일),전복죽,"25.0, 6.0, 3.0",두부된장국,"15.81, 4.71, 11.2",김치찌개,"6.38, 8.09, 8.17",2,8,7,[ 6.63824037  1.82208464 -0.46286038],[-4.90045891  0.07288803  0.19066668],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-06-12(월),떡만둣국,"68.42, 11.05, 15.0",전복미역국,"6.0, 1.5, 5.0",등뼈감자탕,"21.361333333333338, 7.729969696969695, 13.192939393939398",2,1,1,[-4.79259956  0.05050647  0.09883455],[7.51480257 1.55469056 0.04702175],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-06-13(화),사골곰탕,"0.0, 2.4, 3.0",열무김치말이국수,"70.0, 3.4, 12.0",닭볶음탕,"9.4, 9.5, 25.72",5,1,5,[ 7.10989476 -0.29997083 -0.37559326],[ 7.89566687 -0.98290286  0.78638653],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]"
2023-06-14(수),만두육개장,"16.860412979351032, 7.111622418879049, 11.757581120943945",아욱된장국,"4.88, 0.73, 2.68",꼬치어묵국,"23.0, 4.7, 12.0",3,1,7,[ 7.83177263  1.09776359 -0.25446953],[-4.90045891  0.07288803  0.19066668],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-06-15(목),쇠고기무국,"12.07, 8.62, 16.43",된장찌개,"16.77, 5.6, 15.01",팽이버섯계란국,"21.361333333333338, 7.729969696969695, 13.192939393939398",23,8,10,[-4.79259956  0.05050647  0.09883455],[-4.90045891  0.07288803  0.19066668],[-4.08049001  0.08293834  0.1386981 ],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-06-16(금),진한소내장탕,"0.0, 17.0, 28.0",오징어무국,"3.8, 0.96, 10.35",어묵국,"12.5, 2.37, 12.66",1,1,2,[ 7.70713872  0.1133016  -0.86644737],[7.7283884  0.84328479 0.253995  ],[ 7.574376    2.80098373 -0.20529437],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-06-17(토),불고기버거,"50.0, 22.0, 20.0",홍합살무국,"21.98954128440368, 6.213883792048926, 12.138685015290514",배추된장국,"8.64, 2.01, 3.8",6,2,4,[ 7.24476058 -1.82794398 -0.50127251],[ 7.47230959  1.68225945 -0.36882048],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-06-19(월),사골떡국,"0.42, 1.8, 5.57",쇠고기감자국,"7.0, 2.4, 13.0",짬뽕순두부찌개,"24.0, 13.0, 20.0",8,2,3,[-4.79259956  0.05050647  0.09883455],[-4.90045891  0.07288803  0.19066668],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-06-20(화),닭살데리야끼조림,"16.860412979351032, 7.111622418879049, 11.757581120943945",유부된장국,"8.17, 2.48, 5.99",갈비탕,"11.63, 31.26, 33.29",1,10,5,[-4.79259956  0.05050647  0.09883455],[-4.90045891  0.07288803  0.19066668],[ 7.0000399  -1.08193935 -0.22205055],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-06-21(수),모닝빵&딸기잼,"17.42, 1.43, 3.28",된장찌개,"16.77, 5.6, 15.01",김치찌개,"6.38, 8.09, 8.17",2,8,7,[-2.38745065 -1.35194146  0.3183734 ],[-4.90045891  0.07288803  0.19066668],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-06-22(목),굴림만두계란탕,"16.860412979351032, 7.111622418879049, 11.757581120943945",고추장찌개,"13.53, 2.9, 6.9",감자돈육짜글이,"21.361333333333338, 7.729969696969695, 13.192939393939398",2,1,2,[-4.79259956  0.05050647  0.09883455],[-4.90045891  0.07288803  0.19066668],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]"
2023-06-23(금),맥모닝버거,"56.0, 12.0, 13.0",된장찌개,"16.77, 5.6, 15.01",밥1,"21.361333333333338, 7.729969696969695, 13.192939393939398",1,8,1,[ 7.48199173 -1.47923558  0.03777943],[-4.90045891  0.07288803  0.19066668],[ 4.51123801 -0.65508192 -0.9847072 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-06-24(토),롤피자스틱,"24.0, 6.0, 9.0",쇠고기감자국,"7.0, 2.4, 13.0",감자국,"9.86, 3.52, 4.54",1,2,3,[ 6.82373869 -3.15051549  0.17960905],[-4.90045891  0.07288803  0.19066668],[ 7.32852875  2.3955844  -0.59450978],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]"
2023-06-27(화),계란후라이,"0.43, 6.76, 6.24",메론,"8.16, 0.19, 0.84",비타민음료,"21.361333333333338, 7.729969696969695, 13.192939393939398",1,1,1,[-4.79259956  0.05050647  0.09883455],[ 4.89643611 -1.80245788 -0.3594291 ],[ 7.83280196 -3.04419213  1.21582723],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-06-28(수),대파육개장,"16.0, 14.0, 13.0",황태채무국,"21.98954128440368, 6.213883792048926, 12.138685015290514",어묵국,"12.5, 2.37, 12.66",1,3,2,[ 7.91064316  0.50510808 -0.07075512],[ 7.47944283  1.24504157 -0.30282494],[ 7.574376    2.80098373 -0.20529437],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-06-29(목),참치김치찌개,"6.11, 4.71, 9.71",열무비빔국수,"74.1, 7.22, 14.76",순두부백탕,"6.0, 7.0, 11.0",9,1,1,[-4.79259956  0.05050647  0.09883455],[ 7.4228134  -0.5303939   0.53253136],[ 8.27336291  0.48207024 -0.59733471],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-06-30(금),팽이버섯계란국,"16.860412979351032, 7.111622418879049, 11.757581120943945",도토리묵사발,"33.0, 4.5, 2.0",쇠고기무국,"12.07, 8.62, 16.43",4,2,6,[-4.79259956  0.05050647  0.09883455],[ 7.76949624 -0.9725343   0.35482197],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]"
2023-07-01(토),회오리감자,"38.32, 19.9, 3.56",호박고추장찌개,"13.53, 2.9, 6.9",닭고기육개장,"6.0, 6.0, 8.0",1,4,7,[-4.79259956  0.05050647  0.09883455],[-4.90045891  0.07288803  0.19066668],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-07-02(일),버섯매운탕,"78.0, 8.0, 38.0",감자수제비국,"66.44, 6.59, 15.81",짬뽕찌개,"21.361333333333338, 7.729969696969695, 13.192939393939398",5,1,7,[-4.79259956  0.05050647  0.09883455],[7.35719472 0.04599289 0.02508277],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]"
2023-07-03(월),쇠고기무국,"12.07, 8.62, 16.43",돼지고기김치찌개,"6.38, 8.09, 8.17",차돌쌀국수,"21.361333333333338, 7.729969696969695, 13.192939393939398",23,6,1,[-4.79259956  0.05050647  0.09883455],[-4.90045891  0.07288803  0.19066668],[8.4972813  0.91765837 0.11176362],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-07-04(화),북어채국,"3.28, 4.9, 12.81",쇠고기미역국,"16.08, 6.78, 15.06",팽이버섯된장국,"21.361333333333338, 7.729969696969695, 13.192939393939398",4,19,9,[7.56279317 1.50044164 0.25802394],[-4.90045891  0.07288803  0.19066668],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-07-05(수),쇠고기육개장,"6.0, 6.0, 8.0",비빔냉면,"75.92, 9.34, 17.37",순대국,"33.78, 10.35, 23.25",5,1,4,[-4.79259956  0.05050647  0.09883455],[ 7.05018869 -1.87475016  0.54871619],[ 7.35174894  3.34770675 -0.97383708],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2023-07-06(목),꼬리곰탕,"7.0, 13.0, 32.0",해물누룽지탕,"58.13, 2.71, 13.08",순두부해물찌개,"5.62, 17.99, 18.25",2,1,4,[-4.79259956  0.05050647  0.09883455],[ 7.76963915 -0.8955932  -0.2311513 ],[-4.08049001  0.08293834  0.1386981 ],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
