날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count,breakfast_kobert,lunch_kobert,dinner_kobert,breakfast_cuisine,lunch_cuisine,dinner_cuisine
2024-04-01(월),맑은콩나물국,"3.0, 1.0, 5.0",쇠고기미역국,"16.08, 6.78, 15.06",쇠고기육개장,"6.0, 6.0, 8.0",1,20,7,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-02(화),감자계란국,"14.750487804878043, 7.11138211382114, 12.907154471544715",칼국수,"71.74, 8.79, 16.04",두부김치국,"18.0, 26.0, 28.0",4,1,2,[-3.46611074  0.05539049  0.12494724],[ 7.139996    1.97643789 -0.70662118],[ 7.17799603  0.54996032 -0.58796573],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-03(수),사골곰탕,"0.0, 2.4, 3.0",유부장국,"8.17, 2.48, 5.99",참치김치찌개,"6.11, 4.71, 9.71",2,14,6,[ 8.39035384  0.14064379 -0.27089523],[ 7.94196989  3.08300445 -0.14816651],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-04(목),쇠고기두부탕국,"14.750487804878043, 7.11138211382114, 12.907154471544715",고기듬뿍순댓국,"5.0, 3.2, 6.0",햄듬뿍찌개,"19.27725806451612, 10.398145161290318, 14.184596774193556",7,7,4,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-05(금),돼지고기짜글이,"5.0, 8.0, 9.0",얼큰콩나물국,"5.87, 1.54, 2.17",종합어묵국,"26.0, 0.0, 12.0",2,2,8,[-3.46611074  0.05539049  0.12494724],[8.72440893e+00 2.33456141e-04 7.95432481e-02],[ 8.06754343  2.78105446 -0.11946155],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-07(일),얼큰쇠고기무국,"9.6, 3.4, 10.0",부대찌개,"41.11, 38.55, 27.7",돈코츠숙주국,"19.27725806451612, 10.398145161290318, 14.184596774193556",13,5,3,[-3.46611074  0.05539049  0.12494724],[-4.15463839  0.01347846  0.01381797],[ 7.47802253  0.99264688 -1.48204885],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-08(월),시금치고추장무침,"14.750487804878043, 7.11138211382114, 12.907154471544715",계란찜,"2.07, 10.11, 10.05",크림새우,"11.89, 6.05, 12.97",1,1,1,[ 9.30443309 -1.48719239  0.53805491],[-4.15463839  0.01347846  0.01381797],[ 7.10779617 -2.13803203  1.04609759],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-09(화),소시지구이,"23.0, 20.0, 11.0",팽이버섯된장국,"15.578074074074063, 8.234962962962962, 12.608296296296293",바지락수제비,"19.27725806451612, 10.398145161290318, 14.184596774193556",3,3,1,[ 8.50195349 -2.22604627  1.21106201],[-4.15463839  0.01347846  0.01381797],[ 7.89428775 -0.78112596 -0.55971637],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-10(수),감자호박국,"14.750487804878043, 7.11138211382114, 12.907154471544715",맑은콩나물국,"3.0, 1.0, 5.0",물만둣국,"29.95, 21.79, 24.12",1,6,2,[ 8.80663717  1.96272902 -0.21831317],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-11(목),오징어무국,"3.8, 0.96, 10.35",흑미밥,"15.578074074074063, 8.234962962962962, 12.608296296296293",매운어묵탕,"19.27725806451612, 10.398145161290318, 14.184596774193556",2,1,6,[9.23507924 0.47360884 0.44805156],[ 7.44198032 -1.40757156 -0.65334402],[ 8.59291146 -0.66427312  1.43256931],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-04-13(토),탄산음료,"14.750487804878043, 7.11138211382114, 12.907154471544715",닭가슴살샐러드,"2.13, 16.36, 11.11",연두부양념장,"19.27725806451612, 10.398145161290318, 14.184596774193556",1,1,1,[ 8.131516   -0.90392818 -0.03441919],[-4.15463839  0.01347846  0.01381797],[-4.52248156  0.04726595  0.06243634],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
