³¯Â¥,breakfast_embedding,lunch_embedding,dinner_embedding
2022-11-01,41.907204533189265,43.29970662905502,41.697691197691206
2022-11-02,41.907204533189265,21.64985331452751,41.697691197691206
2022-11-03,20.953602266594633,43.29970662905502,20.848845598845603
2022-11-04,41.907204533189265,43.29970662905502,41.697691197691206
2022-11-05,0.0,43.29970662905502,41.697691197691206
2022-11-06,41.907204533189265,21.64985331452751,20.848845598845603
2022-11-07,41.907204533189265,43.29970662905502,41.697691197691206
2022-11-08,41.907204533189265,21.64985331452751,41.697691197691206
2022-11-09,41.907204533189265,21.64985331452751,41.697691197691206
2022-11-10,20.953602266594633,43.29970662905502,41.697691197691206
2022-11-11,41.907204533189265,43.29970662905502,41.697691197691206
2022-11-12,20.953602266594633,43.29970662905502,41.697691197691206
2022-11-13,0.0,43.29970662905502,41.697691197691206
2022-11-14,41.907204533189265,21.64985331452751,41.697691197691206
2022-11-15,41.907204533189265,43.29970662905502,41.697691197691206
2022-11-16,20.953602266594633,43.29970662905502,41.697691197691206
2022-11-17,41.907204533189265,43.29970662905502,20.848845598845603
2022-11-18,41.907204533189265,43.29970662905502,41.697691197691206
2022-11-19,0.0,21.64985331452751,20.848845598845603
2022-11-20,20.953602266594633,43.29970662905502,41.697691197691206
2022-11-21,20.953602266594633,43.29970662905502,20.848845598845603
2022-11-22,41.907204533189265,43.29970662905502,41.697691197691206
2022-11-23,41.907204533189265,21.64985331452751,41.697691197691206
2022-11-24,20.953602266594633,43.29970662905502,41.697691197691206
2022-11-25,20.953602266594633,43.29970662905502,41.697691197691206
2022-11-26,41.907204533189265,43.29970662905502,41.697691197691206
2022-11-27,0.0,43.29970662905502,41.697691197691206
2022-11-28,41.907204533189265,21.64985331452751,41.697691197691206
2022-11-29,41.907204533189265,43.29970662905502,41.697691197691206
2022-11-30,41.907204533189265,43.29970662905502,41.697691197691206
2023-01-01,41.907204533189265,21.64985331452751,41.697691197691206
2023-01-02,41.907204533189265,43.29970662905502,41.697691197691206
2023-01-03,20.953602266594633,21.64985331452751,41.697691197691206
2023-01-04,41.907204533189265,21.64985331452751,41.697691197691206
2023-01-05,41.907204533189265,43.29970662905502,0.0
2023-01-06,41.907204533189265,43.29970662905502,20.848845598845603
2023-01-07,0.0,21.64985331452751,41.697691197691206
2023-01-08,41.907204533189265,43.29970662905502,41.697691197691206
2023-01-09,41.907204533189265,43.29970662905502,20.848845598845603
2023-01-10,20.953602266594633,43.29970662905502,20.848845598845603
2023-01-11,20.953602266594633,43.29970662905502,20.848845598845603
2023-01-12,0.0,21.64985331452751,41.697691197691206
2023-01-13,41.907204533189265,21.64985331452751,41.697691197691206
2023-01-14,20.953602266594633,43.29970662905502,41.697691197691206
2023-01-15,41.907204533189265,43.29970662905502,41.697691197691206
2023-01-16,20.953602266594633,43.29970662905502,20.848845598845603
2023-01-17,20.953602266594633,43.29970662905502,41.697691197691206
2023-01-18,20.953602266594633,21.64985331452751,41.697691197691206
2023-01-19,0.0,43.29970662905502,41.697691197691206
2023-01-20,41.907204533189265,43.29970662905502,41.697691197691206
2023-01-21,20.953602266594633,43.29970662905502,20.848845598845603
2023-01-22,41.907204533189265,43.29970662905502,41.697691197691206
2023-01-23,0.0,43.29970662905502,41.697691197691206
2023-01-24,20.953602266594633,43.29970662905502,41.697691197691206
2023-01-25,20.953602266594633,43.29970662905502,20.848845598845603
2023-01-26,41.907204533189265,21.64985331452751,41.697691197691206
2023-01-27,41.907204533189265,43.29970662905502,41.697691197691206
2023-01-28,0.0,21.64985331452751,20.848845598845603
2023-01-29,20.953602266594633,21.64985331452751,41.697691197691206
2023-01-30,41.907204533189265,21.64985331452751,20.848845598845603
2023-01-31,20.953602266594633,0.0,41.697691197691206
2023-02-01,20.953602266594633,21.64985331452751,41.697691197691206
2023-02-02,41.907204533189265,43.29970662905502,41.697691197691206
2023-02-03,41.907204533189265,21.64985331452751,41.697691197691206
2023-02-04,0.0,21.64985331452751,20.848845598845603
2023-02-05,20.953602266594633,43.29970662905502,20.848845598845603
2023-02-06,41.907204533189265,21.64985331452751,20.848845598845603
2023-02-07,41.907204533189265,43.29970662905502,41.697691197691206
2023-02-08,41.907204533189265,21.64985331452751,41.697691197691206
2023-02-09,20.953602266594633,43.29970662905502,20.848845598845603
2023-02-10,41.907204533189265,43.29970662905502,41.697691197691206
2023-02-11,0.0,43.29970662905502,41.697691197691206
2023-02-12,20.953602266594633,43.29970662905502,41.697691197691206
2023-02-13,20.953602266594633,43.29970662905502,41.697691197691206
2023-02-14,20.953602266594633,0.0,41.697691197691206
2023-02-15,41.907204533189265,43.29970662905502,41.697691197691206
2023-02-16,20.953602266594633,21.64985331452751,20.848845598845603
2023-02-17,20.953602266594633,21.64985331452751,41.697691197691206
2023-02-18,0.0,43.29970662905502,41.697691197691206
2023-02-19,41.907204533189265,43.29970662905502,41.697691197691206
2023-02-20,20.953602266594633,21.64985331452751,41.697691197691206
2023-02-21,41.907204533189265,21.64985331452751,0.0
2023-02-22,41.907204533189265,21.64985331452751,41.697691197691206
2023-02-23,41.907204533189265,21.64985331452751,41.697691197691206
2023-02-24,20.953602266594633,43.29970662905502,41.697691197691206
2023-02-25,0.0,21.64985331452751,41.697691197691206
2023-02-26,20.953602266594633,43.29970662905502,20.848845598845603
2023-02-27,41.907204533189265,21.64985331452751,41.697691197691206
2023-02-28,0.0,43.29970662905502,41.697691197691206
2023-03-01,20.953602266594633,43.29970662905502,41.697691197691206
2023-03-02,41.907204533189265,43.29970662905502,41.697691197691206
2023-03-03,20.953602266594633,43.29970662905502,41.697691197691206
2023-03-04,0.0,43.29970662905502,20.848845598845603
2023-03-05,41.907204533189265,43.29970662905502,20.848845598845603
2023-03-06,41.907204533189265,43.29970662905502,41.697691197691206
2023-03-07,41.907204533189265,21.64985331452751,20.848845598845603
2023-03-08,41.907204533189265,21.64985331452751,41.697691197691206
2023-03-09,0.0,21.64985331452751,20.848845598845603
2023-03-10,41.907204533189265,21.64985331452751,20.848845598845603
2023-03-11,0.0,0.0,41.697691197691206
2023-03-12,20.953602266594633,43.29970662905502,41.697691197691206
2023-03-13,41.907204533189265,43.29970662905502,20.848845598845603
2023-03-14,0.0,21.64985331452751,20.848845598845603
2023-03-15,20.953602266594633,21.64985331452751,41.697691197691206
2023-03-16,20.953602266594633,43.29970662905502,20.848845598845603
2023-03-17,20.953602266594633,21.64985331452751,41.697691197691206
2023-03-18,0.0,0.0,20.848845598845603
2023-03-19,41.907204533189265,43.29970662905502,41.697691197691206
2023-03-20,20.953602266594633,43.29970662905502,20.848845598845603
2023-03-21,41.907204533189265,43.29970662905502,41.697691197691206
2023-03-22,41.907204533189265,43.29970662905502,41.697691197691206
2023-03-23,0.0,21.64985331452751,20.848845598845603
2023-03-24,41.907204533189265,43.29970662905502,41.697691197691206
2023-03-25,0.0,43.29970662905502,20.848845598845603
2023-03-26,20.953602266594633,43.29970662905502,41.697691197691206
2023-03-27,20.953602266594633,21.64985331452751,20.848845598845603
2023-03-28,0.0,43.29970662905502,41.697691197691206
2023-03-29,41.907204533189265,43.29970662905502,41.697691197691206
2023-03-30,41.907204533189265,21.64985331452751,0.0
2023-03-31,41.907204533189265,43.29970662905502,41.697691197691206
2023-04-01,20.953602266594633,21.64985331452751,41.697691197691206
2023-04-02,41.907204533189265,43.29970662905502,41.697691197691206
2023-04-03,41.907204533189265,43.29970662905502,20.848845598845603
2023-04-04,0.0,21.64985331452751,41.697691197691206
2023-04-05,41.907204533189265,43.29970662905502,20.848845598845603
2023-04-06,41.907204533189265,43.29970662905502,41.697691197691206
2023-04-07,20.953602266594633,43.29970662905502,20.848845598845603
2023-04-08,0.0,21.64985331452751,41.697691197691206
2023-04-09,41.907204533189265,43.29970662905502,20.848845598845603
2023-04-10,41.907204533189265,21.64985331452751,20.848845598845603
2023-04-11,41.907204533189265,21.64985331452751,41.697691197691206
2023-04-12,41.907204533189265,43.29970662905502,41.697691197691206
2023-04-13,0.0,43.29970662905502,41.697691197691206
