날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count,breakfast_kobert,lunch_kobert,dinner_kobert,breakfast_cuisine,lunch_cuisine,dinner_cuisine
2024-09-03(화),쇠고기무국,"12.07, 8.62, 16.43",미소된장국,"7.78, 3.36, 6.02",콩나물김치국,"1.79, 1.82, 1.92",4,1,1,[-3.73768263e+00 -8.50203283e-04 -2.12453660e-03],[-4.23001541 -0.0137167  -0.02346857],[ 6.47189183 -0.95657547 -0.6596265 ],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-09-05(목),감자양파찌개,"14.04, 1.86, 2.04",물냉면,"64.58, 5.74, 16.5",유부장국,"8.17, 2.48, 5.99",1,1,2,[-3.73768263e+00 -8.50203283e-04 -2.12453660e-03],[ 7.66456118 -2.18283413  2.05961711],[6.26008878 1.10336415 2.51826326],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-09-06(금),돼지고기김치찌개,"6.38, 8.09, 8.17",강된장찌개,"16.77, 5.6, 15.01",맑은콩나물국,"3.0, 1.0, 5.0",1,1,1,[-3.73768263e+00 -8.50203283e-04 -2.12453660e-03],[-4.23001541 -0.0137167  -0.02346857],[-5.94761575 -0.01405086 -0.01219996],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-09-08(일),쇠고기미역국,"16.08, 6.78, 15.06",파송송계란국,"20.580476190476187, 6.301904761904762, 10.178095238095239",호박된장국,"9.0, 0.9, 3.0",2,1,1,[-3.73768263e+00 -8.50203283e-04 -2.12453660e-03],[-4.23001541 -0.0137167  -0.02346857],[-5.94761575 -0.01405086 -0.01219996],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-09-09(월),두부고추장찌개,"13.53, 2.9, 6.9",돼지고기김치찌개,"6.38, 8.09, 8.17",우동국물,"12.38, 2.74, 1.62",2,1,5,[-3.73768263e+00 -8.50203283e-04 -2.12453660e-03],[-4.23001541 -0.0137167  -0.02346857],[ 6.46390854  2.1652564  -0.87732677],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-09-11(수),시리얼,"27.4, 1.12, 2.39",아이스홍시,"19.77, 0.21, 0.59",망고큐브&연유,"10.31578947368421, 2.868421052631579, 8.561578947368423",1,1,1,[7.89849722 2.78585955 2.63370841],[ 8.10217306  0.10118014 -1.61608785],[ 6.19798461 -2.71382402  0.93162017],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-09-12(목),돼지고기무찌개,"6.38, 8.09, 8.17",사쪽마늘빵,"35.0, 20.0, 7.0",짬뽕순두부국,"5.0, 3.8, 4.0",3,1,1,[-3.73768263e+00 -8.50203283e-04 -2.12453660e-03],[-4.23001541 -0.0137167  -0.02346857],[-5.94761575 -0.01405086 -0.01219996],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-09-13(금),맑은콩나물국,"3.0, 1.0, 5.0",모듬쌈,"2.32, 0.11, 0.55",팽이버섯국,"6.1, 0.7, 1.4",2,1,1,[-3.73768263e+00 -8.50203283e-04 -2.12453660e-03],[7.07544613 2.81248892 2.42752712],[-5.94761575 -0.01405086 -0.01219996],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-09-14(토),누텔라토스트,"5.9, 0.5, 1.1",훈제닭다리,"5.0, 14.0, 27.0",스팸짜글이,"10.31578947368421, 2.868421052631579, 8.561578947368423",1,1,3,[ 8.39854046  2.43296416 -4.03732608],[-4.23001541 -0.0137167  -0.02346857],[-5.94761575 -0.01405086 -0.01219996],"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
2024-09-15(일),사골우거지국,"6.0, 7.0, 14.0",조갯살미역국,"20.580476190476187, 6.301904761904762, 10.178095238095239",얼큰오징어국,"12.11, 3.33, 35.99",1,1,2,[ 8.90785416 -0.64404192  0.83949619],[-4.23001541 -0.0137167  -0.02346857],[ 6.8754269  -2.62361633 -0.58907988],"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 1]"
