날짜,breakfast,breakfast_embedding,lunch,lunch_embedding,dinner,dinner_embedding,breakfast_count,lunch_count,dinner_count
2021-01-01,떡만둣국,"[68.42, 11.05, 15.0, [1, 0, 0, 0, 0]]",무두부조개탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",14,4,45
2021-01-02,매콤새송이버섯볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]",미나리나물,"[0, 0, 0, [0, 0, 0, 0, 1]]",호박쇠고기볶음,"[3.91, 6.23, 10.92, [1, 0, 0, 0, 0]]",1,1,1
2021-01-03,계란국,"[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]",호박고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",두부쑥갓국,"[0, 0, 0, [0, 0, 0, 0, 1]]",12,4,1
2021-01-04,쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",감자호박국,"[0, 0, 0, [0, 0, 0, 0, 1]]",김치버섯찌개,"[10.55, 5.06, 9.28, [1, 0, 0, 0, 0]]",102,19,3
2021-01-05,근대콩나물조개국,"[0, 0, 0, [0, 0, 0, 0, 1]]",쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",팽이버섯국,"[6.1, 0.7, 1.4, [1, 0, 0, 0, 0]]",13,20,2
2021-01-06,깍두기,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]",포도 주스,"[37.85, 0.2, 1.42, [1, 0, 0, 0, 0]]",6,65,1
2021-01-07,햄치즈버거,"[42.0, 17.0, 18.0, [1, 0, 0, 0, 0]]",아욱된장국,"[4.88, 0.73, 2.68, [1, 0, 0, 0, 0]]",계란국,"[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]",11,30,5
2021-01-08,오징어국,"[12.11, 3.33, 35.99, [1, 0, 0, 0, 0]]",무국,"[5.51, 2.66, 1.1, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",1,1,41
2021-01-09,호박된장국,"[9.0, 0.9, 3.0, [1, 0, 0, 0, 0]]",햄소시지찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",느타리버섯국,"[17.0, 6.0, 4.0, [1, 0, 0, 0, 0]]",4,11,1
2021-01-10,쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",된장국,"[9.93, 1.85, 5.55, [1, 0, 0, 0, 0]]",닭곰탕,"[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]",102,6,18
2021-01-11,계란국,"[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]",짬뽕수제비국,"[93.0, 3.7, 10.0, [1, 0, 0, 0, 0]]",된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",12,10,45
2021-01-12,김치짜글이찌개,"[89.0, 5.0, 14.0, [1, 0, 0, 0, 0]]",생우동,"[67.0, 3.1, 9.0, [1, 0, 0, 0, 0]]",쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",2,7,18
2021-01-13,우유(백색우유(200ML,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]",백김치,"[4.75, 0.19, 1.21, [1, 0, 0, 0, 0]]",깍두기,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",12,2,5
2021-01-14,버섯두부탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",새우버거,"[46.0, 26.0, 15.0, [1, 0, 0, 0, 0]]",감자호박국,"[0, 0, 0, [0, 0, 0, 0, 1]]",7,14,15
2021-01-15,계란부추볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]",한우갈비찜,"[0.0, 4.5, 12.0, [1, 0, 0, 0, 0]]",버섯잡채,"[67.0, 10.0, 2.0, [1, 0, 0, 0, 0]]",2,1,1
2021-01-16,,"[0, 0, 0, [0, 0, 0, 0, 1]]",감귤 주스,"[25.79, 0.5, 1.74, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]",14,1,40
2021-01-17,만둣국,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]",콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",19,2,45
2021-01-18,꼬리곰탕,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]",시금치된장국,"[17.48, 2.8, 7.91, [1, 0, 0, 0, 0]]",짬뽕찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",35,1,46
2021-01-19,계란조갯살찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",어묵김칫국,"[0, 0, 0, [0, 0, 0, 0, 1]]",고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",20,8,2
2021-01-20,쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",굴떡국,"[66.59, 3.21, 11.18, [1, 0, 0, 0, 0]]",버섯두부탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",102,1,13
2021-01-21,멸치깻잎조림,"[4.37, 8.46, 17.7, [1, 0, 0, 0, 0]]",고구마맛탕,"[12.29, 8.37, 0.81, [1, 0, 0, 0, 0]]",시금치된장무침,"[8.39, 3.14, 3.78, [1, 0, 0, 0, 0]]",1,1,2
2021-01-22,근대된장국,"[5.82, 1.36, 3.47, [1, 0, 0, 0, 0]]",쭈구미연포탕,"[18.0, 1.0, 32.0, [1, 0, 0, 0, 0]]",계란국,"[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]",9,2,5
2021-01-23,불고기버거,"[50.0, 22.0, 20.0, [1, 0, 0, 0, 0]]",팽이버섯국,"[6.1, 0.7, 1.4, [1, 0, 0, 0, 0]]",감자수제비국,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",20,3,17
2021-01-24,어묵콩나물국,"[5.87, 1.54, 2.17, [1, 0, 0, 0, 0]]",닭곰탕,"[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]",된장국,"[9.93, 1.85, 5.55, [1, 0, 0, 0, 0]]",8,2,6
2021-01-25,된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",5,20,41
2021-01-26,버섯야채볶음,"[6.3, 2.39, 3.27, [1, 0, 0, 0, 0]]",콩나물삼색볶음,"[6.45, 0.93, 2.81, [1, 0, 0, 0, 0]]",돼지고기고추장볶음,"[39.0, 6.0, 11.0, [1, 0, 0, 0, 0]]",1,2,1
2021-01-27,감자짜글이,"[32.0, 1.8, 5.0, [1, 0, 0, 0, 0]]",스파게티,"[42.95, 1.29, 8.06, [1, 0, 0, 0, 0]]",배추쇠고기국,"[0, 0, 0, [0, 0, 0, 0, 1]]",4,6,1
2021-01-28,새우살배추된장국,"[18.2, 54.6, 56.2, [1, 0, 0, 0, 0]]",명태해물탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",돈까스치즈버거,"[56.0, 20.0, 18.0, [1, 0, 0, 0, 0]]",1,1,4
2021-01-29,무국,"[5.51, 2.66, 1.1, [1, 0, 0, 0, 0]]",짬뽕찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",아욱된장국,"[4.88, 0.73, 2.68, [1, 0, 0, 0, 0]]",7,43,14
2021-01-30,핫도그빵,"[24.74, 2.16, 4.75, [1, 0, 0, 0, 0]]",근대콩나물조개국,"[0, 0, 0, [0, 0, 0, 0, 1]]",햄소시지찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",27,13,28
2021-01-31,돼지고기부추볶음,"[2.86, 9.51, 8.69, [1, 0, 0, 0, 0]]",김치오징어불고기,"[6.94, 4.6, 10.35, [1, 0, 0, 0, 0]]",닭갈비,"[14.39, 8.99, 13.4, [1, 0, 0, 0, 0]]",2,1,4
2021-02-01,만둣국,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]",계란조갯살찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",돼지고기무찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",19,14,4
2021-02-02,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",고등어추어탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",근대된장국,"[5.82, 1.36, 3.47, [1, 0, 0, 0, 0]]",70,1,17
2021-02-03,쇠고기버섯장조림,"[0, 0, 0, [0, 0, 0, 0, 1]]",갈비맛통닭,"[0, 0, 0, [0, 0, 0, 0, 1]]",생선묵조림,"[5.74, 2.81, 11.97, [1, 0, 0, 0, 0]]",1,1,1
2021-02-04,계란부추볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]",햄치즈버거,"[42.0, 17.0, 18.0, [1, 0, 0, 0, 0]]",감자수제비국,"[66.44, 6.59, 15.81, [1, 0, 0, 0, 0]]",2,5,17
2021-02-05,우유(백색우유(200ML,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]",딸기,"[0.92, 0.04, 0.08, [1, 0, 0, 0, 0]]",깍두기,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",12,1,5
2021-02-06,불고기버거,"[50.0, 22.0, 20.0, [1, 0, 0, 0, 0]]",된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",호박고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",20,26,3
2021-02-07,계란국,"[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]",무두부조개탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",짬뽕찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",12,4,46
2021-02-08,감자호박국,"[0, 0, 0, [0, 0, 0, 0, 1]]",버섯두부탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",아욱된장국,"[4.88, 0.73, 2.68, [1, 0, 0, 0, 0]]",20,7,14
2021-02-09,생선묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",감자짜글이,"[32.0, 1.8, 5.0, [1, 0, 0, 0, 0]]",햄소시지찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",7,1,28
2021-02-10,건새우미역국,"[82.0, 16.3, 16.2, [1, 0, 0, 0, 0]]",쇠고기육개장,"[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]",된장국,"[9.93, 1.85, 5.55, [1, 0, 0, 0, 0]]",1,23,6
2021-02-11,근대콩나물조개국,"[0, 0, 0, [0, 0, 0, 0, 1]]",아귀탕,"[6.69, 5.31, 18.04, [1, 0, 0, 0, 0]]",된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",13,1,45
2021-02-12,떡만둣국,"[68.42, 11.05, 15.0, [1, 0, 0, 0, 0]]",계란조갯살찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",무국,"[5.51, 2.66, 1.1, [1, 0, 0, 0, 0]]",14,14,5
2021-02-13,계란국,"[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]",감자호박국,"[0, 0, 0, [0, 0, 0, 0, 1]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",12,19,16
2021-02-14,순두부오징어국,"[0, 0, 0, [0, 0, 0, 0, 1]]",돼지고기김치찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",팽이버섯국,"[6.1, 0.7, 1.4, [1, 0, 0, 0, 0]]",17,13,2
2021-02-15,김장김치,"[0, 0, 0, [1, 0, 0, 0, 0]]",곶감,"[24.97, 0.2, 0.47, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]",1,1,40
2021-02-16,어묵김칫국,"[0, 0, 0, [0, 0, 0, 0, 1]]",짬뽕수제비국,"[93.0, 3.7, 10.0, [1, 0, 0, 0, 0]]",호박고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",25,10,3
2021-02-17,순두부찌개,"[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]",쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",닭곰탕,"[1.87, 4.75, 18.72, [1, 0, 0, 0, 0]]",27,20,18
2021-02-18,대구맑은탕,"[10.0, 6.0, 43.0, [1, 0, 0, 0, 0]]",새우버거,"[46.0, 26.0, 15.0, [1, 0, 0, 0, 0]]",된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",1,14,45
2021-02-19,콩나물무채국,"[5.99, 1.13, 2.31, [1, 0, 0, 0, 0]]",아욱된장국,"[4.88, 0.73, 2.68, [1, 0, 0, 0, 0]]",쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",12,30,16
2021-02-20,불고기버거,"[50.0, 22.0, 20.0, [1, 0, 0, 0, 0]]",감자국,"[9.86, 3.52, 4.54, [1, 0, 0, 0, 0]]",돼지고기육개장,"[6.0, 4.3, 8.0, [1, 0, 0, 0, 0]]",20,9,6
2021-02-21,계란국,"[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]",돼지고기무찌개,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]",순두부된장국,"[3.0, 0.0, 1.0, [1, 0, 0, 0, 0]]",12,5,1
2021-02-22,사골곰탕,"[0.0, 2.4, 3.0, [1, 0, 0, 0, 0]]",햄소시지찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",감자짜글이,"[32.0, 1.8, 5.0, [1, 0, 0, 0, 0]]",11,11,6
2021-02-23,시금치된장국,"[17.48, 2.8, 7.91, [1, 0, 0, 0, 0]]",쇠고기청국장찌개,"[19.0, 15.0, 21.0, [1, 0, 0, 0, 0]]",근대콩나물조개국,"[0, 0, 0, [0, 0, 0, 0, 1]]",1,1,10
2021-02-24,애호박나물,"[8.0, 1.08, 1.16, [1, 0, 0, 0, 0]]",탕수육,"[21.58, 7.98, 9.0, [1, 0, 0, 0, 0]]",매운소시지떡볶음,"[0, 0, 0, [0, 0, 0, 0, 1]]",2,1,1
2021-02-25,명태해물탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",무청시래기국,"[26.0, 10.0, 5.0, [1, 0, 0, 0, 0]]",햄치즈버거,"[42.0, 17.0, 18.0, [1, 0, 0, 0, 0]]",1,6,2
2021-02-26,햄김치찌개,"[6.47, 7.57, 7.51, [1, 0, 0, 0, 0]]",꼬꼬떡국,"[0, 0, 0, [0, 0, 0, 0, 1]]",된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",5,6,45
2021-02-27,스크램블에그,"[1.96, 15.21, 13.01, [1, 0, 0, 0, 0]]",계란국,"[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]",버섯두부탕,"[0, 0, 0, [0, 0, 0, 0, 1]]",1,4,13
2021-02-28,오징어배추해장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",감자호박국,"[0, 0, 0, [0, 0, 0, 0, 1]]",된장국,"[9.93, 1.85, 5.55, [1, 0, 0, 0, 0]]",7,19,6
2021-03-01,쇠고기무국,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]",햄감자찌개,"[14.04, 1.86, 2.04, [1, 0, 0, 0, 0]]",냉이조갯살된장국,"[0, 0, 0, [0, 0, 0, 0, 1]]",70,2,1
2021-03-02,감자호박국,"[0, 0, 0, [0, 0, 0, 0, 1]]",홍합미역국,"[4.0, 0.9, 5.0, [1, 0, 0, 0, 0]]",만둣국,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]",20,2,4
2021-03-03,순두부오징어국,"[0, 0, 0, [0, 0, 0, 0, 1]]",돼지고기콩나물찌개,"[17.0, 4.0, 12.0, [1, 0, 0, 0, 0]]",햄소시지찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",17,2,28
2021-03-04,쇠고기달래된장찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",계란조갯살찌개,"[0, 0, 0, [0, 0, 0, 0, 1]]",자장면,"[129.41, 19.98, 26.81, [1, 0, 0, 0, 0]]",5,14,8
2021-03-05,계란국,"[0.97, 1.08, 1.58, [1, 0, 0, 0, 0]]",아욱된장국,"[4.88, 0.73, 2.68, [1, 0, 0, 0, 0]]",무국,"[5.51, 2.66, 1.1, [1, 0, 0, 0, 0]]",12,30,5
2021-03-06,쇠고기미역국,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]",감자국,"[9.86, 3.52, 4.54, [1, 0, 0, 0, 0]]",김치버섯찌개,"[10.55, 5.06, 9.28, [1, 0, 0, 0, 0]]",102,9,3
2021-03-07,콩나물무채국,"[5.99, 1.13, 2.31, [1, 0, 0, 0, 0]]",호박고추장찌개,"[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]",근대된장국,"[5.82, 1.36, 3.47, [1, 0, 0, 0, 0]]",12,4,17
2021-03-08,생선묵국,"[0, 0, 0, [0, 0, 0, 0, 1]]",된장국,"[9.93, 1.85, 5.55, [1, 0, 0, 0, 0]]",짬뽕수제비국,"[93.0, 3.7, 10.0, [1, 0, 0, 0, 0]]",7,6,4
2021-03-09,꼬리곰탕,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]",돼지고기육개장,"[6.0, 4.3, 8.0, [1, 0, 0, 0, 0]]",된장찌개,"[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]",35,6,45
